gene,sl_score,sl_n_drivers,sl_drivers,deg_score,deg_cancers,drug_score,n_drugs,approved_drugs,drug_names,immune_score,actionability
MTMR7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSME2P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C6orf141,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CWC27,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EOLA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC083843.2,0.0,0,,0.0,BRCA(↓-1.0),0.0,0,0,,0.0,0.0
AGPAT5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM169A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VWA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP1M1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRRC4,0.0,0,,0.0,LUAD(↓-1.5),0.0,0,0,,0.0,0.0
AC138207.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NUMB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CDK2AP2P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COX7B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EIF3F,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBCK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DPM3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP001363.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HMGA1P4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC35B4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C11orf49,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SFMBT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPP6R1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GTF2H2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
APBB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC079140.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FLCN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CARS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRELID3B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC35B1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MFAP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-1024P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL356535.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYO3B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
THAP7-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PIP5K1B,0.0,0,,0.0,"BRCA(↓-1.2), LUAD(↓-2.4)",0.0,0,0,,0.0,0.0
CYB5R1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF233,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IGHV3-76,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NDC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SH2B2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
XXYLT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
POLR3GL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GFRA1,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
HIKESHIP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C3orf18,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTARC2,0.0,0,,0.0,LUAD(↓-1.7),0.0,0,0,,0.0,0.0
C1R,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARID3B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CDH5,0.0,0,,0.0,"BRCA(↓-1.5), LUAD(↓-2.6)",0.0,0,0,,0.0,0.0
GULP1,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
RNF5P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTMR4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC124016.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HMGA1P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UCK2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC091185.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC022364.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNVU1-15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
APOA1,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
RDM1P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CTBS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LILRB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KLC3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIS18BP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BCL11B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MACORIS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C7orf26,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01048,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR573,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TBC1D8-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SH3PXD2A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DLSTP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLEKHO1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC008035.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC069499.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DDX17,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TDRD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL390198.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTER,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RUNDC3B,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
TEX10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC108134.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TAF7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FBXO46,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRELID1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC017104.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR4729,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF529,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PQBP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GSK3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GDE1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC068790.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SFTPC,0.0,0,,0.0,LUAD(↓-8.5),0.0,0,0,,0.0,0.0
AL590326.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BHLHE41,0.0,0,,0.0,"BRCA(↓-1.4), LUAD(↓-1.4)",0.0,0,0,,0.0,0.0
CCDC198,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ITPRID2,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
MPZL3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAF,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
ZNF702P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC093001.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C16orf86,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARL5A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SUFU,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF669,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC090517.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NEMP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF736,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CHD6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HNRNPCP7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU7-140P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF589,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCNDBP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPBP,0.0,0,,0.0,LUAD(↓-2.3),0.0,0,0,,0.0,0.0
FTH1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARHGAP30,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
AL355999.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
YTHDF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MED13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TENT5A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RRN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IRAIN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CNGA4,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
AC011511.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC4A7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VSIG10,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
RPS29P16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
XKR9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DCTD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RINL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DNASE2B,0.0,0,,0.0,LUAD(↓-2.1),0.0,0,0,,0.0,0.0
AC099518.6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PGM3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
THSD7B,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
AC091825.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAVER1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MUC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERP2,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
LINC02555,0.0,0,,0.0,LUAD(↓-2.3),0.0,0,0,,0.0,0.0
AC099522.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL353622.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR5010,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TP53BP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL591866.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VPS35,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GOLGA8B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RRAGD,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
SPRTN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CSF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC024361.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CHKB-DT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
D2HGDH,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NTPCR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DOC2A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LPL,0.0,0,,0.0,"BRCA(↓-4.3), LUAD(↓-3.1)",0.0,0,0,,0.0,0.0
ZNF770,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TLCD3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RUVBL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC37A2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BLOC1S3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HNRNPA1P48,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WNK4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
F8A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DIS3L2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CREB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP5MGP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC25A27,0.0,0,,0.0,BRCA(↓-2.0),0.0,0,0,,0.0,0.0
IFITM2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DSTNP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TEX30,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC127024.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADTRP,0.0,0,,0.0,LUAD(↓-2.1),0.0,0,0,,0.0,0.0
CRAMP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNRPB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR1249,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NTMT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EPPK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANAPC13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM256,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPARD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNTB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FKBP15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COX5A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP001469.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PAN2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAP3K2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP005121.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTHFSD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CFAP77,0.0,0,,0.0,LUAD(↓-1.7),0.0,0,0,,0.0,0.0
BICD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBXN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL10P15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CALD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FABP6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAI14,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CYP4F12,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAOB,0.0,0,,0.0,"BRCA(↓-2.0), LUAD(↓-2.0)",0.0,0,0,,0.0,0.0
DCTN2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC092447.7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC022150.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EPC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FZD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNORA53,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PMEL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FEM1B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AGAP2-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KANK4,0.0,0,,0.0,LUAD(↓-1.5),0.0,0,0,,0.0,0.0
RN7SKP180,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CMC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRPL16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SH2B3,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
AL049840.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ADAMTS9-AS1,0.0,0,,0.0,"BRCA(↓-1.1), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
ALDH7A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AMZ1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AKR7A2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC100810.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STX2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MOCS3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GAP43,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC078882.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRKG2,0.0,0,,0.0,LUAD(↓-2.1),0.0,0,0,,0.0,0.0
AL589765.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC011290.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SEMA7A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NDRG3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COLCA1,0.0,0,,0.0,"BRCA(↓-1.2), LUAD(↓-1.5)",0.0,0,0,,0.0,0.0
PPP1R7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C8orf34,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARPC4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AURKAIP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
INHBB,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
PRIMPOL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BX323046.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NBPF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ODC1-DT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF654,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNORD38D,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL683813.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL507P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTGES3L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CTBP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR5685,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNX17,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UFC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NFATC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01135,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DMRT2,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
ZBTB7A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UPP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF460-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
S100A4,0.0,0,,0.0,"BRCA(↓-1.1), LUAD(↓-1.8)",0.0,0,0,,0.0,0.0
COX7A2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FP236383.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM183A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTFMT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL329P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC004975.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PGBD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAST3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FBXO3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC020658.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL353807.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EVA1A,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
INPP4B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TNFSF14,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPP1R9A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC061975.8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FASTKD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC103591.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC087501.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IFT27,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYO5C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL263P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NOXA1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANKRD13C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IGF2R,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL18A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DPY19L1P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC233723.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DBNDD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAP7D1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLU7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MREG,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HHIPL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GOLGA3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL29,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SOX9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STXBP4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HSD17B7P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC004585.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FCN3,0.0,0,,0.0,LUAD(↓-4.5),0.0,0,0,,0.0,0.0
CARMIL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MLST8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM47,0.0,0,,0.0,"BRCA(↓-1.8), LUAD(↓-1.9)",0.0,0,0,,0.0,0.0
FLYWCH1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC104964.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FLI1,0.0,0,,0.0,"BRCA(↓-1.2), LUAD(↓-1.7)",0.0,0,0,,0.0,0.0
AC019226.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LAS1L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COX4I2,0.0,0,,0.0,LUAD(↓-2.5),0.0,0,0,,0.0,0.0
GNAO1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SUCLA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01431,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HAS2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNHIT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPOCK3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC66A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HNRNPDL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL096701.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC025171.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SYTL4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC003072.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYPN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINB9P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PNMA6A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPATA24,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LHX9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GNL3L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC226118.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP003498.2,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
SEPTIN2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF321P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTHFD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRIM5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC00638,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GZMK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC026271.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FOXA2,0.0,0,,0.0,LUAD(↓-1.7),0.0,0,0,,0.0,0.0
AL390728.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ERICH1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZSCAN30,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02036,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SF3A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSMA3-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CAMTA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL10P19,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACSF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNX5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC004890.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMBIM6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PILRB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL031775.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL031846.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBE2Z,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CFAP69,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TASOR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IGLV4-3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HYKK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF853,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CD48,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
YTHDF3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR7111,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC39A2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CNNM3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRIM24,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACACB,0.0,0,,0.0,"BRCA(↓-2.8), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
YTHDF2P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IGSF6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBE2E2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL23AP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC7A1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NAGS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CPSF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CORO1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL445933.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC006058.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RS1,0.0,0,,0.0,LUAD(↓-1.9),0.0,0,0,,0.0,0.0
CDC23,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NDUFA5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NBPF15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
